,tweet,views['count'],bookmark_count,favorite_count,quote_count,reply_count,retweet_count,label,preprocessed_tweet,lemmatized_tweet
105,"شاہ بلوط

چلغوزے کے برابر آمدن ،انتہائ گرم  ہے  قوت مدافعت کو بڑھاتاہے  گردوں اور مثانے کو ترو تازہ  رکھتے ہیں ۔شوگر کے مریضوں کے لیے ایک دانہ کھانے کا رزلٹ  انسولین ٹیکے جیسا ھوتا ہے انسانی ہڈیوں کو مضبوط کرتے ہیں۔ نظر  کو انتہائی تیز کرتے ہیں۔وانہوزیرستان کے پہاڑوں میں موجود ۔ https://t.co/j9rHNwUaQc",93296,56,1447,5,56,309,1,"['شاہ', 'بلوط', 'چلغوزے', 'برابر', 'آمدن', 'انتہائ', 'گرم', 'قوت', 'مدافعت', 'بڑھاتاہے', 'گردوں', 'مثانے', 'ترو', 'تازہ', 'شوگر', 'مریضوں', 'دانہ', 'کھانے', 'رزلٹ', 'انسولین', 'ٹیکے', 'ھوتا', 'انسانی', 'ہڈیوں', 'مضبوط', 'نظر', 'انتہائی', 'تیز', 'وانہوزیرستان', 'پہاڑوں', 'موجود']",شاہ بلوط چلغوزا برابر آمدن انتہائ گرم قوت مدافعت بڑھاتاہ گردہ مثانہ ترو تازہ شوگر مریض دانہ کھا رزلٹ انسولین ٹیکے ھوتا انسانی ہڈی مضبوط نظر انتہائی تیز وانہوزیرستان پہاڑ موجود
106,جس غریب کے گھر سال بھر کی گندم نہیں ہوگی اس کو بھی سرکار  اپنی جیب سے گندم یا  آٹا فراہم کرکے دے گی کیا۔ https://t.co/eoC95JAGcn,28684,3,468,6,36,102,1,"['غریب', 'گھر', 'سال', 'گندم', 'ہوگی', 'سرکار', 'جیب', 'گندم', 'آٹا', 'فراہم', 'کرکے']",غریب گھر سال گندم ہو سرکار جیب گندم آٹا فراہم کر
107,"Geo News has deleted 302 programs against Jahangir Tareen Sahib on sugar scandal
#لوٹوں_کی_کچرا_پارٹی
#عوام_کی_ضد_عمران_خان
@TeamiPians https://t.co/Ayo9dubqfl",87,0,0,0,0,4,1,"['جیو', 'نیوز', 'شوگر', 'اسکینڈل', 'جہانگیر', 'ٹیرین', 'صاحب', 'خلاف', '302', 'پروگراموں', 'حذف', 'کردیا', 'لوکوو_', '_', '_کچ', 'ra_پ', 'ar', 'ٹی', 'aiwaam_کی_ضد_عمرن_کان', 'ٹیمیپینز']",جی نیوز شوگر اسکینڈل جہانگیر ٹیرین صاحب خلاف 302 پروگرام حذف کردیا لوکوو_ _ _کچ ra_پ ar ٹی aiwaam_کی_ضد_عمرن_کان ٹیمیپینز
108,"Geo News has deleted 302 programs against Jahangir Tareen Sahib on sugar scandal
#لوٹوں_کی_کچرا_پارٹی
#عوام_کی_ضد_عمران_خان
@TeamiPians https://t.co/Ayo9dubqfl",87,0,0,0,0,4,1,"['جیو', 'نیوز', 'شوگر', 'اسکینڈل', 'جہانگیر', 'ٹیرین', 'صاحب', 'خلاف', '302', 'پروگراموں', 'حذف', 'کردیا', 'لوکوو_', '_', '_کچ', 'ra_پ', 'ar', 'ٹی', 'aiwaam_کی_ضد_عمرن_کان', 'ٹیمیپینز']",جی نیوز شوگر اسکینڈل جہانگیر ٹیرین صاحب خلاف 302 پروگرام حذف کردیا لوکوو_ _ _کچ ra_پ ar ٹی aiwaam_کی_ضد_عمرن_کان ٹیمیپینز
109,Handing over port for $50mn doesn’t make sense at all. Govt can impose royalty by themselves. There will be more profit outflows then this meagre $50mn. Be sensible please,30974,1,532,2,11,173,1,"['port', '50mn', 'پورٹ', 'حوالے', 'بالکل', 'معنی', 'حکومت', 'رائلٹی', 'مسلط', 'کرسکتی', 'منافع', 'زیادہ', 'بہاؤ', 'معمولی', 'm', '50mn', 'براہ', 'کرم', 'سمجھدار']",port 50mn پورٹ حوالہ بالکل معنی حکومت رائلٹی مسلط کرسکتی منافع زیادہ بہاؤ معمولی m 50mn براہ کرم سمجھدار
110,Handing over port for $50mn doesn’t make sense at all. Govt can impose royalty by themselves. There will be more profit outflows then this meagre $50mn. Be sensible please,30974,1,532,2,11,173,1,"['port', '50mn', 'پورٹ', 'حوالے', 'بالکل', 'معنی', 'حکومت', 'رائلٹی', 'مسلط', 'کرسکتی', 'منافع', 'زیادہ', 'بہاؤ', 'معمولی', 'm', '50mn', 'براہ', 'کرم', 'سمجھدار']",port 50mn پورٹ حوالہ بالکل معنی حکومت رائلٹی مسلط کرسکتی منافع زیادہ بہاؤ معمولی m 50mn براہ کرم سمجھدار
111,Handing over port for $50mn doesn’t make sense at all. Govt can impose royalty by themselves. There will be more profit outflows then this meagre $50mn. Be sensible please,30974,1,532,2,11,173,1,"['port', '50mn', 'پورٹ', 'حوالے', 'بالکل', 'معنی', 'حکومت', 'رائلٹی', 'مسلط', 'کرسکتی', 'منافع', 'زیادہ', 'بہاؤ', 'معمولی', 'm', '50mn', 'براہ', 'کرم', 'سمجھدار']",port 50mn پورٹ حوالہ بالکل معنی حکومت رائلٹی مسلط کرسکتی منافع زیادہ بہاؤ معمولی m 50mn براہ کرم سمجھدار
112,پاکستان میں غیر ملکیوں کے خلاف آپریشن ہےاور 31اکتوبر 2023ڈیڈ لائن دی گئی تھی اور اسی رات کراچی میں کسی گودام میں نادرا موبائل وین غیر ملکیوں کو رجسٹرڈ کرکے پاکستانی قومیت کا CNICبنانے کا کاروبار جاری رکھے ہوئی ہے یہ ملک کر پٹوں اور ملک دشمنوں کے ہاتھ میں بے دردی سے استعمال ہورہا… https://t.co/8Lejc6iaB7,18406,6,374,19,33,340,1,"['پاکستان', 'غیر', 'ملکیوں', 'خلاف', 'آپریشن', 'ہےاور', '31', 'اکتوبر', '2023', 'ڈیڈ', 'لائن', 'رات', 'کراچی', 'گودام', 'نادرا', 'موبائل', 'وین', 'غیر', 'ملکیوں', 'رجسٹرڈ', 'کرکے', 'پاکستانی', 'قومیت', 'CNIC', 'بنانے', 'کاروبار', 'جاری', 'ملک', 'پٹوں', 'ملک', 'دشمنوں', 'ہاتھ', 'دردی', 'استعمال', 'ہورہا']",پاکستان غیر ملکی خلاف آپریشن ہےاور 31 اکتوبر 2023 ڈیڈ لائن رات کراچی گودام نادرا موبائل وین غیر ملکی رجسٹرڈ کر پاکستانی قومیت CNIC بنا کاروبار جاری ملک پٹوں ملک دشمنا ہاتھ دردی استعمال ہورہا
114,"Live Stream: Prime Minister of Pakistan Imran Khan at Launch of Ehsaas Kafalat Program in Islamabad (31.01.2020)
#PrimeMinisterImranKhan #EhsaasKafaalat 
@ImranKhanPTI  https://t.co/kDlfhnaIxo",131638,1,306,11,18,97,1,"['لیو', 'اسٹریم', 'پریم', 'منسٹر', 'اوف', 'پاکستان', 'عمران', 'خان', 'ات', 'لانچ', 'اوف', 'احساس', 'کفالت', 'پروگرام', 'اسلامآباد', '۳۱', '۰۱', '۲۰۲۰', 'پرائممنسٹرمرنخان', 'احساسکفالت', 'امرانکھانپتی']",لیو اسٹریم پریم منسٹر اوف پاکستان عمران خان ات لانچ اوف احساس کفالت پروگرام اسلامآباد ۳۱ ۰۱ ۲۰۲۰ پرائممنسٹرمرنخان احساسکفالت امرانکھانپتی
115,"Ahsan Iqbal involved in Rs 3bn corruption in Narowal Sports City, his brother involved in Punjab Saaf Pani corruption &amp; other cases: Fayyaz Chauhan reveals
#AbbTakk #Benaqaab
@AbbTakk @SaifanKhan https://t.co/7xtlZeOmZP",131638,0,9,1,0,2,1,"['اہل', 'اسپورٹس', 'سٹی', '3', 'بلین', 'روپے', 'بدعنوانی', 'ملوث', 'اہلی', 'اقبال', 'بھائی', 'پنجاب', 'صاف', 'پانھی', 'بدعنوانی', 'شامل', 'معاملات', 'فیاز', 'چوہان', 'انکشاف', 'ABBTAKK', 'Benaqaab', 'بی', 'بی', 'ٹی', 'سیفنکھن']",اہل اسپورٹس سٹی 3 بلین روپہ بدعنوانی ملوث اہلی اقبال بھائی پنجاب صاف پانھی بدعنوانی شامل معاملہ فیاز چوہان انکشاف ABBTAKK Benaqaab بی بی ٹی سیفنکھن
116,"Today met former PM #NawazSharif for consultation &amp; evaluation. He’s visibly unwell &amp; has multiple serious life-threatening health issues of acute nature. 
I’ve recommended immediate hospitalisation for workup &amp; treatment. 
The matter is of utmost urgency.",131638,1,1298,54,117,601,1,"['آج', 'مشاورت', 'سابق', 'وزیر', 'اعظم', 'nawazsharif', 'ملاقات', 'amp', 'تشخیصوہ', 'واضح', 'بیمار', 'amp', 'شدید', 'نوعیت', 'صحت', 'متعلق', 'متعدد', 'سنگین', 'مسائل', 'ورک', 'فوری', 'اسپتال', 'داخل', 'سفارش', 'amp', 'علاج', 'معاملہ', 'انتہائی', 'عجلت']",آج مشاورت سابق وزیر اعظم na wazsharif ملاقات amp تشخیصوہ واضح بیمار amp شدید نوعیت صحت متعلق متعدد سنگین مسئلہ ورک فوری اسپتال داخل سفارش amp علاج معاملہ انتہائی عجلت
117,"پشاور، HMC یونیورسٹی کی ھاسٹل میں رہنے والی لڑکیوں کی عزّت خطرے میں۔
لڑکیوں کی ہاسٹل میں زبردستی مردوں کو ٹھہرایا گیا ہے، احتجاج کرنے پر HMC اسٹاف بچیوں کو دھمکیاں دے رہا ہے۔ https://t.co/R3zWg4UW1m",131638,1,363,12,16,269,1,"['پشاور', 'HMC', 'یونیورسٹی', 'ھاسٹل', 'لڑکیوں', 'عز', 'ت', 'خطرے', 'لڑکیوں', 'ہاسٹل', 'زبردستی', 'مردوں', 'ٹھہرایا', 'احتجاج', 'HMC', 'اسٹاف', 'بچیوں', 'دھمکیاں']",پشاور HMC یونیورسٹی ھاسٹل لڑکی عز ت خطرہ لڑکی ہاسٹل زبردستی مردہ ٹھہرا احتجاج HMC اسٹاف بچی دھمکی
118,جس دھماسہ بوٹی سے میں نے دو مہینوں میں آخری سٹیج ۵۰% کینسر ختم ہوتے  دیکھا ہے وہ ہرے رنگ کا پاؤڈر ہے جو تازہ بوٹی توڑ کر صاف کرکے سکھاکر پسوایا گیا تھا۔ یادرہے کینسر پورے جسم میں معدے،پھیپھڑے،جگر حتٰی کہ ہڈّیوں تک پھیل گیا تھا۔ براہِ مہربانی اپنے  پیاروں کو کیمو کی تکلیف سے https://t.co/UJouoJ4MvL,131638,1,19,0,2,10,1,"['دھماسہ', 'بوٹی', 'دو', 'مہینوں', 'آخری', 'سٹیج', '۵۰', 'کینسر', 'ختم', 'دیکھا', 'ہرے', 'رنگ', 'پاؤڈر', 'تازہ', 'بوٹی', 'توڑ', 'صاف', 'کرکے', 'سکھاکر', 'پسوایا', 'یادرہے', 'کینسر', 'پورے', 'جسم', 'معدے', 'پھیپھڑے', 'جگر', 'حتی', 'ہڈ', 'یوں', 'پھیل', 'براہ', 'مہربانی', 'پیاروں', 'کیمو', 'تکلیف']",دھماسہ بوٹی دو مہینہ آخری سٹیج ۵۰ کینسر ختم دیکھ ہرا رنگ پاؤڈر تازہ بوٹی توڑ صاف کر سکھاکر پسوایا یادرہے کینسر پورا جسم معدے پھیپھڑے جگر حتی ہڈ یوں پھیل براہ مہربانی پیارہ کیمو تکلیف
119,احسن اقبال غم نہ کریں؛ نارووال کرپشن کیس کی بدولت جلد اپنی لیڈرشپ کے ساتھ ہوں گے جس جس نے رج کے کرپشن کی آج کل زور و شور سے جمہوریت کا راگ الاپ رہا ہے .پاکستان میں وزارت کرنے والے موصوف ارب امارات میں مبینہ طور پر اکامے پر چوکیداری کرتے تھے https://t.co/GHNwX0Z4hi,131638,1,2920,28,128,620,1,"['احسن', 'اقبال', 'غم', 'نارووال', 'کرپشن', 'کیس', 'بدولت', 'جلد', 'لیڈرشپ', 'رج', 'کرپشن', 'آج', 'کل', 'زور', 'و', 'شور', 'جمہوریت', 'راگ', 'الاپ', 'پاکستان', 'وزارت', 'موصوف', 'ارب', 'امارات', 'مبینہ', 'اکامے', 'چوکیداری']",احسن اقبال غم نارووال کرپشن کیس بدولت جلد لیڈرشپ رج کرپشن آج کل زور و شور جمہوریت راگ الاپ پاکستان وزارت موصوف ارب امارات مبینہ اکامے چوکیداری
120,سوشل میڈیا پر جھوٹی خبر پر 7 سال قید ہو سکتی ہے، ایف آئی اے کو مزید اختیارات دینے کا فیصلہ کر لیا گیا، وفاقی کابینہ نے ایف آئی اے ایکٹ میں مزید ترامیم کی منظوری دے دی، پارلیمنٹ سے منظوری کے بعد باقاعدہ قانون بن جائے گا۔,131638,0,868,24,62,230,0,"['سوشل', 'میڈیا', 'جھوٹی', 'خبر', '7', 'سال', 'قید', 'سکتی', 'ایف', 'اختیارات', 'فیصلہ', 'وفاقی', 'کابینہ', 'ایف', 'ایکٹ', 'ترامیم', 'منظوری', 'پارلیمنٹ', 'منظوری', 'بعد', 'باقاعدہ', 'قانون']",سوشل میڈیا جھوٹا خبر 7 سال قید سک ایف اختیار فیصلہ وفاقی کابینہ ایف ایکٹ ترامیم منظوری پارلیمنٹ منظوری بعد باقاعدہ قانون
121,"وزیر اعظم فلڈ ریلیف میں صرف 8 لاکھ روپے جمع ہو سکے۔۔۔ 
فلڈ ریلیف کمیٹی غیر فعال کر دی گئ ۔۔۔ 

یہ ہے ان مافیاز پر قوم کا اعتماد ۔۔۔",131638,0,5,1,0,1,1,"['وزیر', 'اعظم', 'فلڈ', 'ریلیف', '8', 'لاکھ', 'روپے', 'جمع', 'سکے', 'فلڈ', 'ریلیف', 'کمیٹی', 'غیر', 'فعال', 'گئ', 'مافیاز', 'قوم', 'اعتماد']",وزیر اعظم فلڈ ریلیف 8 لاکھ روپہ جمع سک فلڈ ریلیف کمیٹی غیر فعال گئ مافیاز قوم اعتماد
122,"آپ ان آئین شکنوں کی بےغیرتیاں چیک کریں، شہباز گل کی میڈیکل رپورٹ بھی 17 اگست کی اور اعظم سوات کی میڈیکل رپورٹ بھی 17 اگست کی، اس کا مطلب یہ ہے کہ ان درندے آئین شکنوں نے پی ٹی آئی کے لوگوں کے لیے پہلے سے یہ بنا کر رکھی ہیں پرنٹ نکال کر سائن کروا لیتے ہیں

#PakistanUnderFascism https://t.co/BMjulgeT6T",131638,5,1909,16,39,1109,1,"['آئین', 'شکنوں', 'بےغیرتیاں', 'چیک', 'شہباز', 'گل', 'میڈیکل', 'رپورٹ', '17', 'اگست', 'اعظم', 'سوات', 'میڈیکل', 'رپورٹ', '17', 'اگست', 'مطلب', 'درندے', 'آئین', 'شکنوں', 'پی', 'ٹی', 'پہلے', 'پرنٹ', 'نکال', 'سائن', 'کروا', 'PakistanUnderFascism']",آئین شکن بےغیرتیاں چیک شہباز گل میڈیکل رپورٹ 17 اگست اعظم سوات میڈیکل رپورٹ 17 اگست مطلب درندہ آئین شکن پی ٹی پہلے پرنٹ نکال سائن کروا PakistanUnderFascism
123,Totally Confuse.Was told @ImranKhanPTI was hit by 2 bullets later some Reporters said 3 then Recently Heard IK say 4.. What the Hell😮Is this some kind of New Bullet that Multiply inside the Body 😱 Please remove my confusion 🙏 @waseemkizabani @b90a954201ff443 @RaoSahi16350969,131638,0,4,0,1,1,1,"['مکمل', 'کنفیوز', 'واس', 'بتایا', 'imrankhanpti', '2', 'گولیوں', 'نشانہ', 'بنایا', 'بعد', 'رپورٹرز', '3', 'حال', 'سنا', '4', 'جسم', 'اندر', 'بڑھتے', 'نئی', 'گولی', 'B90A954201FF443', 'Raosahi16350969']",مکمل کنفیوز واس بتا imrankhanpti 2 گولی نشانہ بنا بعد رپورٹرز 3 حال سنا 4 جسم اندر بڑھ نئی گولی B90A954201 FF443 Raosahi16509
124,"US tech giant’s registration comes following Pakistan’s social media rules.
IT minister says TikTok, too, will set up office soon.
Geo News.
#Pakistan #Google #TikTok #IT #technology #TechNews https://t.co/GEPyxj98DC",131638,1,5,0,0,1,0,"['امریکی', 'ٹیک', 'دیو', 'رجسٹریشن', 'پاکستان', 'سوشل', 'میڈیا', 'قواعد', 'بعد', 'وزیر', 'کہنا', 'ٹیکٹوک', 'جلد', 'دفتر', 'قائم', 'جیو', 'نیوز', 'پاکستان', 'گوگل', 'ٹک', 'ٹوک', 'ٹی', 'ٹیکنولوجی', 'ٹیکنیوز']",امریکی ٹیک دیو رجسٹریشن پاکستان سوشل میڈیا قواعد بعد وزیر کہہ ٹیکٹوک جلد دفتر قائم جی نیوز پاکستان گوگل ٹک ٹوک ٹی ٹیکنولوجی ٹیکنیوز
125,"عمران خان نیازی نے بے نیاز ہو کر خیبر پختونخوا کا ہیلی کاپٹر استعمال کیا، عوام بے خبر ہوں، 
اسلئے خیبر پختونخوا اسمبلی میں ہیلی کاپٹر استعمال بل میں معلومات خفیہ رکھنے کے لئے ترامیم لائی گئی، 
شاباش 
 #ImranKhan #KP #helicopter",131638,0,0,0,0,0,0,"['عمران', 'خان', 'نیازی', 'نیاز', 'خیبر', 'پختونخوا', 'ہیلی', 'کاپٹر', 'استعمال', 'عوام', 'خبر', 'اسلئے', 'خیبر', 'پختونخوا', 'اسمبلی', 'ہیلی', 'کاپٹر', 'استعمال', 'بل', 'معلومات', 'خفیہ', 'ترامیم', 'شاباش', 'ImranKhan', 'KP', 'helicopter']",عمران خان نیازی نیاز خیبر پختونخوا ہیلی کاپٹر استعمال عوام خبر اسلئے خیبر پختونخوا اسمبلی ہیلی کاپٹر استعمال بل معلومات خفیہ ترامیم شاباش ImranKhan KP helicopter
126,"765,000 people left in 2022 &amp; 3 out of 5 youngsters want to leave Pakistan!

PDM govt has looted the past, present &amp; future of Pakistan. Not only are they dry cleaning past corruption cases &amp; amending NAB law to prevent new ones but also plundering dreams of an entire generation https://t.co/AhJPaIyeOb",131638,1,385,4,7,206,0,"['2022', '765', '000', 'افراد', 'چھوڑ', 'amp', '5', '3', 'نوجوان', 'پاکستان', 'چھوڑنا', 'PDM', 'گورنمنٹ', 'ماضی', 'حال', 'amp', 'لوٹ', 'پاکستان', 'مستقبل', 'ماضی', 'بدعنوانی', 'معاملات', 'خشک', 'amp', 'نئے', 'روکنے', 'نیب', 'قانون', 'ترمیم', 'پوری', 'نسل', 'خوابوں', 'لوٹ', 'مار']",2022 765 000 فرد چھوڑ amp 5 3 نوجوان پاکستان چھوڑنا PDM گورنمنٹ ماضی حال amp لوٹ پاکستان مستقبل ماضی بدعنوانی معاملہ خشک amp نیا روک نیب قانون ترمیم پوری نسل خواب لوٹ مار
127,"765,000 people left in 2022 &amp; 3 out of 5 youngsters want to leave Pakistan!

PDM govt has looted the past, present &amp; future of Pakistan. Not only are they dry cleaning past corruption cases &amp; amending NAB law to prevent new ones but also plundering dreams of an entire generation https://t.co/AhJPaIyeOb",131638,1,385,4,7,206,0,"['2022', '765', '000', 'افراد', 'چھوڑ', 'amp', '5', '3', 'نوجوان', 'پاکستان', 'چھوڑنا', 'PDM', 'گورنمنٹ', 'ماضی', 'حال', 'amp', 'لوٹ', 'پاکستان', 'مستقبل', 'ماضی', 'بدعنوانی', 'معاملات', 'خشک', 'amp', 'نئے', 'روکنے', 'نیب', 'قانون', 'ترمیم', 'پوری', 'نسل', 'خوابوں', 'لوٹ', 'مار']",2022 765 000 فرد چھوڑ amp 5 3 نوجوان پاکستان چھوڑنا PDM گورنمنٹ ماضی حال amp لوٹ پاکستان مستقبل ماضی بدعنوانی معاملہ خشک amp نیا روک نیب قانون ترمیم پوری نسل خواب لوٹ مار
128,"765,000 people left in 2022 &amp; 3 out of 5 youngsters want to leave Pakistan!

PDM govt has looted the past, present &amp; future of Pakistan. Not only are they dry cleaning past corruption cases &amp; amending NAB law to prevent new ones but also plundering dreams of an entire generation https://t.co/AhJPaIyeOb",131638,1,385,4,7,206,0,"['2022', '765', '000', 'افراد', 'چھوڑ', 'amp', '5', '3', 'نوجوان', 'پاکستان', 'چھوڑنا', 'PDM', 'گورنمنٹ', 'ماضی', 'حال', 'amp', 'لوٹ', 'پاکستان', 'مستقبل', 'ماضی', 'بدعنوانی', 'معاملات', 'خشک', 'amp', 'نئے', 'روکنے', 'نیب', 'قانون', 'ترمیم', 'پوری', 'نسل', 'خوابوں', 'لوٹ', 'مار']",2022 765 000 فرد چھوڑ amp 5 3 نوجوان پاکستان چھوڑنا PDM گورنمنٹ ماضی حال amp لوٹ پاکستان مستقبل ماضی بدعنوانی معاملہ خشک amp نیا روک نیب قانون ترمیم پوری نسل خواب لوٹ مار
129,Punjab Govt's insane at peak. Niazi's CM Punjab approved the purchase of 49 fortuners vehicles for his cabinet. https://t.co/xiFmoZGH0H,131638,0,22,0,0,21,0,"['پنجاب', 'گورنمنٹ', 'پاگل', 'پن', 'چوٹی', 'نیازی', 'وزیراعلی', 'پنجاب', 'کابینہ', '49', 'فارچیرس', 'گاڑیوں', 'خریداری', 'منظوری']",پنجاب گورنمنٹ پاگل پن چوٹی نیازی وزیراعلی پنجاب کابینہ 49 فارچیرس گاڑی خرید منظوری
130,"I am delighted to announce that Shaukat Khanum has become only the second organisation in the world to be awarded full Enterprise Accreditation by the Joint Commission International. After a gruelling three-week survey in Aug/Sept 2022, our hospitals in Lahore &amp; Peshawar,",131638,36,65576,446,2038,18373,1,"['اعلان', 'خوشی', 'شوکات', 'خانم', 'دنیا', 'تنظیم', 'جوائنٹ', 'کمیشن', 'انٹرنیشنل', 'مکمل', 'انٹرپرائز', 'منظوری', 'نوازا', 'اگست', 'ستمبر', '2022', 'تین', 'ہفتوں', 'سخت', 'سروے', 'بعد', 'لاہور', 'اسپتال', 'amp', 'پشاور']",اعلان خوشی شوکات خانم دنیا تنظیم جوائنٹ کمیشن انٹرنیشنل مکمل انٹرپرائز منظوری نواز اگست ستمبر 2022 تین ہفتہ سخت سروے بعد لاہور اسپتال amp پشاور
131,"Just so there is clarity this is a couple of years old clip when FATF-related legislation was required and I said that it was the “Fauj” that brought the parties together to resolve the legislative logjam. After an interim agreement was reached, PTI backtracked on the deal.",131638,6,320,2,19,85,1,"['بس', 'واضح', 'دو', 'سال', 'پرانا', 'کلپ', 'ایف', 'ٹی', 'ایف', 'متعلقہ', 'قانون', 'سازی', 'ضرورت', 'ایف', 'او', 'جے', 'فریقین', 'قانون', 'سازی', 'لاگ', 'حل', 'اکٹھا', 'عبوری', 'معاہدہ', 'بعد', 'پی', 'ٹی', 'معاہدے', 'بیک', 'ٹریک']",بس واضح دو سال پرانا کلپ ایف ٹی ایف متعلقہ قانون سازی ضرورت ایف او جے فریقین قانون سازی لاگ حل اکٹھا عبوری معاہدہ بعد پی ٹی معاہدہ بیک ٹریک
132,نیب قوانین میں ترامیم ہم نے نہیں کیں، ہم سے فوج نے کروائی ہیں۔ مفتاح اسماعیل https://t.co/NSUVw1Ms1b,131638,17,4568,102,100,2374,1,"['نیب', 'قوانین', 'ترامیم', 'کیں', 'فوج', 'کروائی', 'مفتاح', 'اسماعیل']",نیب قانون ترامیم کر فوج کروا مفتاح اسماعیل
133,"Khan Sahab this is the 5th organization to be awarded full enterprise accreditation by JCI in Pakistan &amp; 2201 in the world. For more details please do not visit Start-up Pakistan page but JCI platform. Am pasting the link under 
https://t.co/ING6o9FsHa",131638,1,33,0,1,17,1,"['خان', 'صحاب', '5', 'ویں', 'تنظیم', 'پاکستان', 'جے', 'ذریعہ', 'مکمل', 'انٹرپرائز', 'منظوری', 'نوازا', 'amp', 'دنیا', '2201', 'تفصیلات', 'براہ', 'کرم', 'اسٹارٹ', 'پاکستان', 'پیج', 'جے', 'پلیٹ', 'فارم', 'دیکھیں', 'لنک', 'چسپاں']",خان صحاب 5 ویں تنظیم پاکستان جے ذریعہ مکمل انٹرپرائز منظوری نواز amp دنیا 2201 تفصیل براہ کرم اسٹارٹ پاکستان پیج جے پلیٹ فارم دیکھ لنک چسپاں
134,اسلام آباد ہائیکورٹ میں حیران کن مقدمہ چل رہا ہے مریم نواز کیخلاف اپیل پر نیب کے وکیل شہباز شریف کے مقرر کردہ ہیں عدالت ان سے سوال پوچھ رہی ہے اس کوسمجھ نہیں آ رہی وہ ڈیفنس کا وکیل ہے یا پراسیکیوشن کا، یہ عجیب منظر آپ کو پاکستان کے میڈیا پر نظر نہیں آئے گا ماشااللّہ,131638,9,24180,238,659,9548,1,"['اسلام', 'آباد', 'ہائیکورٹ', 'حیران', 'کن', 'مقدمہ', 'چل', 'مریم', 'نواز', 'کیخلاف', 'اپیل', 'نیب', 'وکیل', 'شہباز', 'شریف', 'مقرر', 'کردہ', 'عدالت', 'سوال', 'پوچھ', 'کوسمجھ', 'ڈیفنس', 'وکیل', 'پراسیکیوشن', 'عجیب', 'منظر', 'پاکستان', 'میڈیا', 'نظر', 'ماشاالل', 'ہ']",اسلام آباد ہائیکورٹ حیران کن مقدمہ چل مریم نواز کیخلاف اپیل نیب وکیل شہباز شریف مقرر کردہ عدالت سوال پوچھ کوسمجھ ڈیفنس وکیل پراسیکیوشن عجیب منظر پاکستان میڈیا نظر ماشاالل ہ
135,There is 9 bullets in pistol one bullet stuck 4 bullet's on hit the leg of Imran Khan one bullet fire on Faisal Javed and one bullet fire hit the civil men who embrace so the point is 1+1+1+4=7-9=2 bullet remaining how's the possibility of 2 bullet's injured14people?@HamidMirPAK,131638,0,1,0,0,0,1,"['پستول', '9', 'گولیاں', 'گولی', '4', 'گولی', 'پھنس', 'عمران', 'خان', 'گولی', '2', 'گولی', 'باقی', '2', 'گولیوں', 'امکان']",پستول 9 گولی گولی 4 گولی پھنس عمران خان گولی 2 گولی باقی 2 گولی امکان
136,احسن اقبال عرف ارسطو عرف منافق نواز شریف سے بھی بڑا ڈاکو ہے۔ اس کو سب سے پہلے پکڑنا چاہئے تھا لیکن بہت بعد میں پکڑا گیا۔ اس کی فرنٹ کمپنی اور رشتہ داروں کی فہرست جلد سامنے لاونگا۔  ان کی لوٹ مار نے ملک کو تباہی کے دہانے پر لا کھڑا کیا۔ ایسے لوگوں کو کم از کم 3 دن لٹکانا چاہئے,131638,6,4699,404,1503,893,1,"['احسن', 'اقبال', 'عرف', 'ارسطو', 'عرف', 'منافق', 'نواز', 'شریف', 'بڑا', 'ڈاکو', 'پہلے', 'پکڑنا', 'بعد', 'پکڑا', 'فرنٹ', 'کمپنی', 'رشتہ', 'داروں', 'فہرست', 'جلد', 'لاونگا', 'لوٹ', 'مار', 'ملک', 'تباہی', 'دہانے', 'کھڑا', '3', 'دن', 'لٹکانا']",احسن اقبال عرف ارسطو عرف منافق نواز شریف بڑا ڈاکو پہلے پکڑنا بعد پکڑ فرنٹ کمپنی رشتہ دار فہرست جلد لاونگا لوٹ مار ملک تباہی دہانے کھڑا 3 دن لٹکانا
137,"KP Assembly adopting IK specific rules for use of Helicopter- Charlatan leader, Zombie Followers 💔! https://t.co/Gyi0ibsMsT",131638,0,8,0,0,2,0,"['پی', 'اسمبلی', 'ہیلی', 'کاپٹر', 'استعمال', 'مخصوص', 'قواعد']",پی اسمبلی ہیلی کاپٹر استعمال مخصوص قواعد
